,location,total_sqft,bath,price,bhk,price_per_sqft
455,Ananth Nagar,850.0,2.0,25.99,2,3057.6470588235293
456,Ananth Nagar,902.0,2.0,25.26,2,2800.4434589800444
457,Ananth Nagar,1470.0,3.0,54.0,3,3673.469387755102
458,Ananth Nagar,810.0,2.0,25.5,2,3148.1481481481483
459,Ananth Nagar,890.0,2.0,27.0,2,3033.7078651685392
460,Ananth Nagar,1200.0,2.0,36.0,2,3000.0
462,Ananth Nagar,1319.0,3.0,42.0,3,3184.230477634572
463,Ananth Nagar,1000.0,2.0,25.0,2,2500.0
464,Ananth Nagar,902.0,2.0,25.0,2,2771.6186252771618
465,Ananth Nagar,930.0,2.0,25.99,2,2794.6236559139784
466,Ananth Nagar,1074.0,2.0,26.85,2,2500.0
467,Ananth Nagar,500.0,1.0,14.0,1,2800.0
468,Ananth Nagar,1010.0,2.0,38.0,2,3762.3762376237623
469,Ananth Nagar,992.0,2.0,24.8,2,2500.0
470,Anekal,1200.0,1.0,36.0,2,3000.0
471,Anekal,656.0,2.0,22.0,2,3353.6585365853657
472,Anekal,620.0,2.0,22.0,2,3548.3870967741937
473,Anekal,600.0,1.0,16.5,1,2750.0
474,Anekal,925.0,2.0,40.0,2,4324.324324324324
475,Anekal,530.0,1.0,18.0,1,3396.2264150943397
476,Anekal,1800.0,3.0,68.0,3,3777.777777777778
477,Anekal,1200.0,1.0,36.0,2,3000.0
478,Anekal,1035.0,2.0,38.3,2,3700.483091787439
479,Anekal,888.0,2.0,34.0,2,3828.828828828829
480,Anekal,1200.0,2.0,36.1,2,3008.3333333333335
481,Anekal,700.0,1.0,19.4,2,2771.428571428571
482,Anekal,1200.0,1.0,36.0,2,3000.0
483,Anekal,1200.0,2.0,36.0,4,3000.0
484,Anekal,766.0,2.0,28.0,2,3655.3524804177546
485,Anekal,967.0,2.0,45.0,3,4653.567735263702
486,Anekal,620.0,1.0,23.5,2,3790.3225806451615
487,Anekal,1150.0,3.0,45.0,3,3913.0434782608695
488,Anekal,1200.0,1.0,36.0,2,3000.0
489,Anekal,1200.0,1.0,36.0,2,3000.0
490,Anekal,400.0,1.0,11.5,1,2875.0
491,Anekal,456.0,1.0,15.0,1,3289.4736842105262
492,Anekal,1200.0,1.0,36.0,2,3000.0
493,Anekal,1200.0,1.0,36.0,2,3000.0
494,Anekal,2400.0,4.0,95.0,3,3958.3333333333335
495,Anekal,1200.0,2.0,36.1,2,3008.3333333333335
496,Anekal,1200.0,2.0,36.1,2,3008.3333333333335
497,Anekal,680.0,1.0,21.0,2,3088.235294117647
498,Anekal,420.0,1.0,12.5,1,2976.190476190476
499,Anekal,614.0,1.0,28.0,2,4560.260586319218
500,Anekal,1140.0,2.0,52.0,2,4561.403508771929
501,Anekal,625.0,1.0,25.0,2,4000.0
502,Anjanapura,1850.0,4.0,86.0,4,4648.648648648648
503,Anjanapura,1070.0,2.0,39.0,2,3644.8598130841124
504,Anjanapura,1500.0,3.0,121.0,3,8066.666666666667
505,Anjanapura,1070.0,2.0,37.0,2,3457.9439252336447
506,Anjanapura,950.0,2.0,40.0,2,4210.526315789473
507,Anjanapura,1280.0,2.0,45.0,3,3515.625
508,Anjanapura,710.0,2.0,25.0,2,3521.1267605633802
510,Anjanapura,950.0,2.0,32.0,2,3368.4210526315787
511,Anjanapura,1800.0,4.0,55.0,4,3055.5555555555557
512,Anjanapura,1843.0,3.0,87.54,3,4749.864351600651
513,Anjanapura,1076.0,2.0,30.13,2,2800.185873605948
514,Anjanapura,950.0,2.0,30.0,2,3157.8947368421054
515,Ardendale,1750.0,3.0,100.0,3,5714.285714285715
516,Ardendale,3198.0,4.0,200.0,4,6253.908692933083
517,Ardendale,2422.0,4.0,160.0,4,6606.110652353427
518,Ardendale,1750.0,3.0,100.0,3,5714.285714285715
519,Ardendale,3200.0,4.0,205.0,4,6406.25
520,Ardendale,1728.0,3.0,95.0,3,5497.685185185185
521,Ardendale,2062.0,3.0,140.0,4,6789.524733268671
522,Ardendale,1732.46,3.0,92.0,3,5310.367916142364
523,Ardendale,2062.0,3.0,150.0,4,7274.4907856450045
525,Ardendale,1224.0,2.0,70.0,2,5718.954248366013
526,Ardendale,1777.26,3.0,105.0,3,5907.970696465346
527,Ardendale,1650.0,3.0,82.0,3,4969.69696969697
528,Ardendale,2062.0,3.0,140.0,4,6789.524733268671
529,Ardendale,1650.0,3.0,82.0,3,4969.69696969697
530,Ardendale,1224.0,2.0,67.0,2,5473.856209150327
531,Ardendale,1723.0,3.0,95.0,3,5513.6390017411495
532,Ardendale,1777.26,3.0,89.0,3,5007.7084950991975
533,Ardendale,1777.26,3.0,92.0,3,5176.507657855351
534,Arekere,2060.0,3.0,140.0,3,6796.116504854369
535,Arekere,920.0,2.0,40.0,2,4347.826086956522
536,Arekere,1740.0,2.0,95.0,3,5459.770114942528
537,Arekere,1190.0,2.0,55.0,2,4621.848739495798
538,Arekere,600.0,1.0,28.0,1,4666.666666666667
539,Arekere,2072.0,3.0,108.0,3,5212.355212355213
540,Arekere,1100.0,2.0,55.0,2,5000.0
541,Arekere,900.0,2.0,50.0,2,5555.555555555556
543,Arekere,1240.0,2.0,60.0,2,4838.709677419355
544,Arekere,900.0,2.0,44.5,2,4944.444444444444
545,Attibele,450.0,1.0,11.0,1,2444.4444444444443
546,Attibele,1600.0,4.0,52.8,4,3300.0
547,Attibele,656.0,2.0,25.0,2,3810.9756097560976
548,Attibele,400.0,1.0,11.0,1,2750.0
549,Attibele,400.0,1.0,12.0,1,3000.0
550,Attibele,400.0,1.0,14.0,1,3500.0
551,Attibele,500.0,1.0,17.0,1,3400.0
552,Attibele,2168.0,4.0,95.0,4,4381.918819188192
553,Attibele,395.0,1.0,10.25,1,2594.9367088607596
554,Attibele,420.0,1.0,17.0,1,4047.6190476190477
556,Attibele,418.0,1.0,12.0,1,2870.813397129187
557,Attibele,1200.0,2.0,42.0,2,3500.0
558,Attibele,400.0,1.0,10.0,1,2500.0
559,Attibele,695.0,1.0,25.0,2,3597.122302158273
560,Attibele,850.0,1.0,25.0,2,2941.176470588235
561,Attibele,2400.0,3.0,120.0,3,5000.0
562,Attibele,450.0,1.0,12.5,1,2777.777777777778
566,Attibele,782.0,1.0,19.55,1,2500.0
568,Attibele,656.0,2.0,25.0,2,3810.9756097560976
569,Attibele,400.0,1.0,11.5,1,2875.0
570,Attibele,460.0,1.0,13.0,1,2826.086956521739
571,Attibele,418.0,2.0,11.5,1,2751.196172248804
572,Attibele,1000.0,2.0,42.0,2,4200.0
573,Attibele,550.0,1.0,11.5,1,2090.909090909091
575,Attibele,410.0,1.0,10.0,1,2439.0243902439024
576,Attibele,1700.0,3.0,65.0,3,3823.529411764706
577,Attibele,400.0,1.0,10.25,1,2562.5
578,Attibele,656.0,2.0,25.0,2,3810.9756097560976
579,Attibele,1500.0,3.0,90.0,3,6000.0
580,Attibele,520.0,1.0,15.0,1,2884.6153846153848
581,BEML Layout,1060.0,2.0,55.0,2,5188.679245283019
583,BEML Layout,999.0,2.0,45.0,2,4504.504504504504
584,BEML Layout,2400.0,4.0,225.0,5,9375.0
586,BEML Layout,1194.0,2.0,65.0,2,5443.886097152429
587,BEML Layout,1200.0,2.0,67.0,2,5583.333333333333
588,BEML Layout,2400.0,2.0,228.0,2,9500.0
591,BEML Layout,1194.0,2.0,65.0,2,5443.886097152429
593,BTM 2nd Stage,950.0,2.0,52.0,2,5473.684210526316
594,BTM 2nd Stage,1850.0,3.0,170.0,3,9189.18918918919
595,BTM 2nd Stage,1200.0,2.0,80.0,2,6666.666666666667
596,BTM 2nd Stage,1274.0,2.0,70.0,2,5494.505494505494
598,BTM 2nd Stage,1070.0,2.0,48.0,2,4485.981308411215
599,BTM 2nd Stage,1280.0,2.0,80.0,2,6250.0
600,BTM 2nd Stage,1100.0,2.0,70.0,2,6363.636363636364
601,BTM 2nd Stage,1000.0,2.0,58.0,2,5800.0
602,BTM 2nd Stage,2990.0,5.0,416.0,5,13913.04347826087
603,BTM 2nd Stage,1265.0,2.0,55.0,2,4347.826086956522
604,BTM 2nd Stage,2200.0,3.0,220.0,3,10000.0
605,BTM 2nd Stage,2780.0,4.0,325.0,3,11690.647482014389
606,BTM 2nd Stage,2400.0,2.0,360.0,3,15000.0
607,BTM 2nd Stage,965.0,2.0,56.0,2,5803.108808290155
608,BTM 2nd Stage,1147.0,2.0,75.0,2,6538.7968613775065
609,BTM 2nd Stage,1750.0,3.0,172.0,3,9828.57142857143
610,BTM 2nd Stage,1400.0,2.0,90.0,2,6428.571428571428
611,BTM 2nd Stage,1200.0,2.0,70.0,2,5833.333333333333
612,BTM 2nd Stage,1100.0,2.0,47.0,2,4272.727272727273
613,BTM 2nd Stage,930.0,2.0,46.0,2,4946.236559139785
615,BTM 2nd Stage,2500.0,3.0,345.0,3,13800.0
616,BTM Layout,1150.0,2.0,63.0,2,5478.260869565217
617,BTM Layout,3300.0,6.0,165.0,6,5000.0
618,BTM Layout,1450.0,2.0,81.0,3,5586.206896551724
619,BTM Layout,1776.0,2.0,75.0,3,4222.972972972973
620,BTM Layout,1458.0,3.0,79.0,3,5418.38134430727
621,BTM Layout,935.0,2.0,51.5,2,5508.0213903743315
622,BTM Layout,1020.0,2.0,46.5,2,4558.823529411765
623,BTM Layout,1600.0,3.0,112.0,3,7000.0
624,BTM Layout,1300.0,2.0,75.0,3,5769.2307692307695
625,BTM Layout,1540.0,2.0,78.0,3,5064.935064935065
626,BTM Layout,450.0,1.0,20.0,1,4444.444444444444
627,BTM Layout,1196.0,2.0,56.81,2,4750.0
628,BTM Layout,1470.0,2.0,99.0,3,6734.693877551021
631,Babusapalaya,1611.0,2.0,66.0,3,4096.83426443203
633,Babusapalaya,1675.0,3.0,75.0,3,4477.611940298508
634,Babusapalaya,1141.0,2.0,46.0,2,4031.5512708150745
635,Babusapalaya,1500.0,2.0,57.0,2,3800.0
637,Babusapalaya,1050.0,2.0,45.0,2,4285.714285714285
638,Babusapalaya,1141.0,2.0,45.9,2,4022.787028921998
640,Babusapalaya,1230.0,3.0,53.0,3,4308.943089430894
641,Babusapalaya,1105.0,2.0,40.0,2,3619.9095022624433
642,Babusapalaya,1410.0,2.0,65.0,3,4609.929078014185
643,Babusapalaya,1450.0,2.0,55.99,2,3861.3793103448274
644,Babusapalaya,1100.0,2.0,38.0,2,3454.5454545454545
646,Babusapalaya,1061.0,2.0,33.84,2,3189.4439208294066
647,Babusapalaya,1061.0,2.0,38.95,2,3671.065032987748
648,Babusapalaya,1061.0,2.0,34.0,2,3204.5240339302545
649,Babusapalaya,1245.0,2.0,58.0,2,4658.634538152611
650,Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
651,Badavala Nagar,1274.0,2.0,81.0,2,6357.9277864992155
652,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
653,Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
654,Badavala Nagar,1274.0,2.0,81.0,2,6357.9277864992155
655,Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
656,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
657,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
658,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
659,Balagere,1210.0,2.0,80.9,2,6685.950413223141
660,Balagere,1210.0,2.0,72.0,2,5950.413223140496
661,Balagere,1205.0,2.0,78.5,2,6514.522821576764
662,Balagere,790.5,1.0,41.9,1,5300.44275774826
665,Balagere,1020.07,2.0,68.38,2,6703.461527150097
666,Balagere,1205.47,2.0,81.0,2,6719.370867794304
667,Balagere,1007.0,2.0,65.0,2,6454.816285998014
669,Balagere,1210.0,2.0,74.0,2,6115.702479338843
670,Balagere,1210.0,2.0,83.0,2,6859.504132231405
671,Balagere,675.0,1.0,45.0,1,6666.666666666667
672,Balagere,656.0,1.0,43.0,1,6554.878048780488
674,Balagere,1012.0,2.0,64.0,2,6324.110671936759
675,Balagere,1007.0,2.0,62.0,2,6156.901688182721
676,Balagere,1007.0,2.0,67.0,2,6653.4260178748755
677,Balagere,1007.0,2.0,66.0,2,6554.121151936445
680,Balagere,645.0,1.0,34.18,1,5299.224806201551
683,Balagere,790.5,1.0,42.295,1,5350.411132194813
684,Balagere,1012.0,2.0,65.0,2,6422.924901185771
685,Balagere,656.0,1.0,38.77,1,5910.0609756097565
686,Balagere,645.0,1.0,39.0,1,6046.511627906977
687,Balagere,645.0,1.0,41.0,1,6356.589147286822
688,Balagere,1210.0,2.0,82.0,2,6776.859504132231
689,Balagere,656.0,1.0,34.77,1,5300.304878048782
690,Balagere,1205.0,2.0,73.87,2,6130.290456431535
691,Balagere,1012.0,2.0,70.0,2,6916.99604743083
692,Balagere,1007.0,2.0,68.0,2,6752.730883813307
694,Balagere,1205.0,2.0,79.0,2,6556.016597510374
695,Balagere,1012.0,2.0,68.0,2,6719.367588932806
697,Banashankari,1077.0,2.0,37.64,2,3494.8932219127205
698,Banashankari,1470.0,2.0,88.64,3,6029.931972789115
699,Banashankari,1300.0,2.0,75.0,3,5769.2307692307695
700,Banashankari,1800.0,3.0,115.0,3,6388.888888888889
701,Banashankari,1125.0,2.0,63.0,2,5600.0
703,Banashankari,1310.0,2.0,80.0,2,6106.8702290076335
704,Banashankari,2600.0,4.0,135.0,3,5192.307692307692
705,Banashankari,1900.0,2.0,170.0,3,8947.368421052632
706,Banashankari,1260.0,2.0,75.0,2,5952.380952380952
707,Banashankari,1170.0,2.0,46.79,2,3999.1452991452993
709,Banashankari,1350.0,2.0,83.0,3,6148.148148148148
711,Banashankari,1330.0,2.0,78.0,2,5864.661654135339
712,Banashankari,1400.0,2.0,78.0,3,5571.428571428572
713,Banashankari,1700.0,3.0,125.0,3,7352.941176470588
714,Banashankari,1020.0,2.0,40.79,2,3999.0196078431372
715,Banashankari,1600.0,2.0,63.98,2,3998.75
716,Banashankari,1041.0,2.0,36.44,2,3500.480307396734
717,Banashankari,2400.0,1.0,200.0,1,8333.333333333334
718,Banashankari,1390.0,2.0,86.0,2,6187.050359712231
719,Banashankari,1460.0,2.0,70.0,2,4794.520547945205
720,Banashankari,1200.0,2.0,60.0,2,5000.0
721,Banashankari,1290.0,2.0,80.0,2,6201.550387596899
723,Banashankari,1186.0,2.0,65.0,2,5480.607082630691
724,Banashankari,1650.0,3.0,101.0,3,6121.212121212121
726,Banashankari,1181.0,2.0,75.0,2,6350.550381033023
727,Banashankari,1105.0,2.0,90.0,2,8144.796380090498
728,Banashankari,720.0,1.0,60.0,1,8333.333333333334
729,Banashankari,1040.0,2.0,45.0,2,4326.923076923077
730,Banashankari,1330.0,2.0,77.0,2,5789.473684210527
731,Banashankari,1200.0,2.0,49.0,2,4083.3333333333335
732,Banashankari,1185.0,2.0,67.0,2,5654.008438818565
733,Banashankari,1000.0,2.0,50.0,2,5000.0
734,Banashankari,1650.0,3.0,90.75,3,5500.0
735,Banashankari,1650.0,3.0,101.0,3,6121.212121212121
736,Banashankari,1310.0,2.0,80.43,2,6139.69465648855
737,Banashankari,600.0,1.0,27.0,2,4500.0
738,Banashankari,1430.0,2.0,87.8,2,6139.8601398601395
739,Banashankari,1020.0,2.0,42.83,2,4199.019607843137
741,Banashankari,1540.0,3.0,80.0,3,5194.805194805195
742,Banashankari,1195.0,2.0,35.84,2,2999.1631799163183
743,Banashankari,1683.0,3.0,115.0,3,6833.036244800951
744,Banashankari,1800.0,3.0,125.0,3,6944.444444444444
745,Banashankari,1175.0,2.0,41.13,2,3500.4255319148942
746,Banashankari,1750.0,2.0,89.0,3,5085.714285714285
747,Banashankari,1800.0,3.0,175.0,3,9722.222222222223
748,Banashankari,1450.0,2.0,50.75,2,3500.0
749,Banashankari,1770.0,3.0,108.0,3,6101.6949152542375
750,Banashankari,1800.0,3.0,125.0,3,6944.444444444444
753,Banashankari,1200.0,3.0,74.52,3,6210.0
754,Banashankari,1100.0,2.0,63.0,2,5727.272727272727
755,Banashankari,1020.0,2.0,40.79,2,3999.0196078431372
756,Banashankari,1260.0,2.0,75.0,2,5952.380952380952
758,Banashankari,1426.0,3.0,85.0,3,5960.729312762974
759,Banashankari Stage II,1700.0,2.0,150.0,2,8823.529411764706
760,Banashankari Stage II,1200.0,2.0,150.0,4,12500.0
761,Banashankari Stage II,1500.0,2.0,120.0,3,8000.0
762,Banashankari Stage II,2400.0,3.0,510.0,5,21250.0
763,Banashankari Stage II,1240.0,2.0,59.52,3,4800.0
764,Banashankari Stage II,1250.0,2.0,110.0,2,8800.0
765,Banashankari Stage II,1260.0,2.0,95.0,3,7539.68253968254
766,Banashankari Stage II,2400.0,2.0,300.0,3,12500.0
767,Banashankari Stage II,1400.0,2.0,100.0,2,7142.857142857143
768,Banashankari Stage II,2800.0,3.0,425.0,5,15178.57142857143
769,Banashankari Stage II,3000.0,3.0,450.0,3,15000.0
770,Banashankari Stage II,1200.0,2.0,198.0,3,16500.0
771,Banashankari Stage II,1245.0,2.0,125.0,2,10040.160642570281
772,Banashankari Stage III,1305.0,2.0,58.7,3,4498.08429118774
773,Banashankari Stage III,1145.0,2.0,58.4,2,5100.436681222707
774,Banashankari Stage III,1650.0,3.0,118.0,3,7151.515151515152
775,Banashankari Stage III,2400.0,4.0,240.0,4,10000.0
776,Banashankari Stage III,1350.0,2.0,68.0,3,5037.037037037037
778,Banashankari Stage III,1305.0,2.0,59.0,3,4521.072796934866
779,Banashankari Stage III,1305.0,2.0,60.0,3,4597.701149425287
780,Banashankari Stage III,1200.0,2.0,42.0,2,3500.0
781,Banashankari Stage III,1305.0,2.0,59.0,3,4521.072796934866
782,Banashankari Stage III,1480.0,3.0,75.48,3,5100.0
783,Banashankari Stage III,1305.0,2.0,59.0,3,4521.072796934866
784,Banashankari Stage III,1304.0,2.0,111.0,2,8512.269938650306
785,Banashankari Stage III,3000.0,6.0,150.0,6,5000.0
786,Banashankari Stage III,1085.0,2.0,50.0,2,4608.294930875576
787,Banashankari Stage III,1500.0,2.0,100.0,3,6666.666666666667
788,Banashankari Stage III,2100.0,3.0,147.0,4,7000.0
789,Banashankari Stage III,1420.0,2.0,95.0,3,6690.140845070423
790,Banashankari Stage V,1300.0,2.0,58.5,3,4500.0
791,Banashankari Stage V,1305.0,2.0,49.0,3,3754.7892720306513
792,Banashankari Stage V,1035.0,2.0,35.77,2,3456.038647342996
793,Banashankari Stage V,1355.0,2.0,61.0,3,4501.845018450184
794,Banashankari Stage V,1510.0,3.0,47.57,3,3150.3311258278145
795,Banashankari Stage V,1650.0,3.0,51.98,3,3150.3030303030305
796,Banashankari Stage V,1630.0,3.0,51.35,3,3150.306748466258
797,Banashankari Stage V,1510.0,3.0,47.57,3,3150.3311258278145
798,Banashankari Stage V,1315.0,2.0,49.0,3,3726.235741444867
799,Banashankari Stage V,1540.0,3.0,48.51,3,3150.0
800,Banashankari Stage V,920.0,2.0,41.5,2,4510.869565217391
801,Banashankari Stage VI,1177.5,2.0,59.935,2,5090.0212314225055
802,Banashankari Stage VI,4800.0,4.0,190.0,4,3958.3333333333335
803,Banashankari Stage VI,2800.0,4.0,89.0,4,3178.5714285714284
804,Banashankari Stage VI,2200.0,4.0,195.0,4,8863.636363636364
805,Banashankari Stage VI,1160.0,2.0,59.0,2,5086.206896551724
806,Banashankari Stage VI,1180.0,2.0,59.47,2,5039.830508474576
807,Banashankari Stage VI,1423.0,2.0,71.73,3,5040.758959943781
808,Banashankari Stage VI,1392.0,3.0,69.46,3,4989.942528735632
809,Banashankari Stage VI,1410.5,2.0,70.385,3,4990.074441687346
810,Banashankari Stage VI,4800.0,3.0,200.0,4,4166.666666666667
811,Banaswadi,1184.0,2.0,53.0,2,4476.351351351352
812,Banaswadi,1145.0,2.0,55.0,2,4803.493449781659
813,Banaswadi,1250.0,2.0,60.0,2,4800.0
814,Banaswadi,1365.0,2.0,73.0,2,5347.985347985348
815,Banaswadi,1903.0,6.0,140.0,5,7356.8050446663165
816,Banaswadi,1222.0,2.0,80.0,2,6546.6448445171845
817,Banaswadi,870.0,2.0,38.0,2,4367.816091954023
818,Banaswadi,1200.0,2.0,60.0,2,5000.0
820,Banaswadi,1340.0,2.0,73.0,2,5447.761194029851
821,Banaswadi,1008.0,2.0,52.0,2,5158.730158730159
822,Banaswadi,1105.0,2.0,57.0,2,5158.371040723982
823,Banjara Layout,1200.0,2.0,70.0,2,5833.333333333333
824,Banjara Layout,1050.0,2.0,64.8,2,6171.428571428572
825,Banjara Layout,753.0,3.0,59.5,2,7901.726427622842
826,Banjara Layout,2500.0,4.0,140.0,3,5600.0
828,Bannerghatta,1665.0,3.0,110.0,3,6606.606606606607
829,Bannerghatta,2370.0,4.0,195.0,3,8227.848101265823
830,Bannerghatta,1100.0,2.0,66.0,2,6000.0
831,Bannerghatta,2895.5,2.0,246.0,4,8495.941978932828
832,Bannerghatta,1113.0,2.0,70.0,2,6289.308176100629
833,Bannerghatta,1200.0,2.0,73.2,2,6100.0
834,Bannerghatta,1070.0,2.0,87.0,2,8130.841121495327
835,Bannerghatta,1776.0,3.0,124.0,3,6981.981981981982
836,Bannerghatta,1776.0,3.0,150.0,3,8445.945945945947
837,Bannerghatta Road,500.0,1.0,18.5,1,3700.0
838,Bannerghatta Road,1050.0,2.0,65.0,2,6190.476190476191
839,Bannerghatta Road,1170.0,2.0,66.0,3,5641.025641025641
840,Bannerghatta Road,595.0,1.0,33.32,1,5600.0
841,Bannerghatta Road,1445.0,3.0,95.0,3,6574.39446366782
842,Bannerghatta Road,1640.0,2.0,120.0,3,7317.073170731707
844,Bannerghatta Road,1460.0,2.0,90.0,3,6164.3835616438355
846,Bannerghatta Road,1179.0,2.0,66.02,2,5599.660729431722
847,Bannerghatta Road,1122.5,2.0,58.935,2,5250.334075723831
848,Bannerghatta Road,793.0,2.0,45.0,2,5674.653215636822
850,Bannerghatta Road,1400.0,2.0,78.0,2,5571.428571428572
852,Bannerghatta Road,1215.0,2.0,50.0,2,4115.22633744856
853,Bannerghatta Road,1654.0,3.0,100.0,3,6045.949214026602
854,Bannerghatta Road,1181.0,2.0,55.0,2,4657.070279424217
856,Bannerghatta Road,1200.0,2.0,75.0,2,6250.0
858,Bannerghatta Road,595.0,1.0,31.83,1,5349.579831932773
859,Bannerghatta Road,1105.0,2.0,51.0,2,4615.384615384615
860,Bannerghatta Road,1255.0,2.0,65.26,2,5200.000000000001
862,Bannerghatta Road,1550.0,3.0,82.0,3,5290.322580645161
864,Bannerghatta Road,1650.0,3.0,122.0,3,7393.939393939394
865,Bannerghatta Road,912.0,2.0,55.0,2,6030.701754385965
866,Bannerghatta Road,1218.0,2.0,73.0,2,5993.431855500821
868,Bannerghatta Road,1115.0,2.0,65.12,2,5840.358744394619
870,Bannerghatta Road,1893.0,3.0,100.0,3,5282.620179609086
871,Bannerghatta Road,1600.0,3.0,95.0,3,5937.5
872,Bannerghatta Road,1275.0,2.0,65.0,2,5098.0392156862745
873,Bannerghatta Road,892.0,2.0,39.0,2,4372.197309417041
875,Bannerghatta Road,1260.0,2.0,70.0,2,5555.555555555556
877,Bannerghatta Road,1157.0,2.0,40.0,2,3457.216940363008
878,Bannerghatta Road,1150.0,2.0,65.0,2,5652.173913043478
880,Bannerghatta Road,1100.0,2.0,39.0,2,3545.4545454545455
882,Bannerghatta Road,1725.0,3.0,110.0,3,6376.811594202899
883,Bannerghatta Road,1850.0,6.0,150.0,6,8108.108108108108
885,Bannerghatta Road,950.0,2.0,38.0,2,4000.0
886,Bannerghatta Road,1220.0,2.0,80.0,2,6557.377049180328
887,Bannerghatta Road,1130.0,2.0,78.0,2,6902.654867256637
889,Bannerghatta Road,1486.0,3.0,83.22,3,5600.269179004038
891,Bannerghatta Road,1015.0,2.0,48.0,2,4729.064039408867
892,Bannerghatta Road,1115.0,2.0,61.0,2,5470.85201793722
893,Bannerghatta Road,1136.0,2.0,48.0,2,4225.352112676056
894,Bannerghatta Road,2700.0,4.0,260.0,4,9629.62962962963
895,Bannerghatta Road,1200.0,2.0,69.0,3,5750.0
896,Bannerghatta Road,1465.0,2.0,76.0,3,5187.713310580205
897,Bannerghatta Road,1302.5,2.0,67.73,2,5200.0
898,Bannerghatta Road,1200.0,2.0,65.0,2,5416.666666666667
899,Bannerghatta Road,1240.0,2.0,65.0,2,5241.935483870968
900,Bannerghatta Road,1476.0,3.0,125.0,3,8468.834688346884
902,Bannerghatta Road,1532.5,3.0,84.29,3,5500.163132137031
904,Bannerghatta Road,1268.0,2.0,69.0,2,5441.640378548896
905,Bannerghatta Road,1450.0,2.0,87.0,3,6000.0
906,Bannerghatta Road,2932.0,5.0,195.0,4,6650.75034106412
909,Bannerghatta Road,960.0,2.0,58.0,2,6041.666666666667
910,Bannerghatta Road,1750.0,3.0,130.0,3,7428.571428571428
911,Bannerghatta Road,1275.0,2.0,73.0,2,5725.490196078431
913,Bannerghatta Road,1240.0,2.0,71.0,2,5725.806451612903
915,Bannerghatta Road,1215.0,2.0,68.0,2,5596.707818930041
916,Bannerghatta Road,1215.0,2.0,68.0,2,5596.707818930041
917,Bannerghatta Road,1894.0,3.0,115.0,3,6071.805702217529
919,Bannerghatta Road,1693.0,3.0,89.0,3,5256.940342587123
920,Bannerghatta Road,1280.0,2.0,60.16,2,4700.0
922,Bannerghatta Road,630.0,1.0,35.0,1,5555.555555555556
923,Bannerghatta Road,1215.0,2.0,68.0,2,5596.707818930041
924,Bannerghatta Road,1365.0,3.0,76.18,3,5580.952380952382
925,Bannerghatta Road,1115.0,2.0,78.0,2,6995.5156950672645
926,Bannerghatta Road,1532.5,3.0,79.465,3,5185.318107667211
928,Bannerghatta Road,1655.0,3.0,90.0,3,5438.0664652567975
929,Bannerghatta Road,1247.0,2.0,47.39,2,3800.3207698476344
930,Bannerghatta Road,1237.5,2.0,49.49,2,3999.191919191919
931,Bannerghatta Road,1650.0,3.0,94.0,3,5696.969696969697
932,Bannerghatta Road,905.0,2.0,65.0,2,7182.32044198895
933,Bannerghatta Road,1000.0,2.0,50.0,2,5000.0
934,Bannerghatta Road,2185.0,3.0,120.0,4,5491.990846681922
935,Bannerghatta Road,1012.0,2.0,45.0,2,4446.640316205534
937,Bannerghatta Road,1460.0,2.0,80.0,3,5479.45205479452
938,Bannerghatta Road,1340.0,2.0,85.0,2,6343.2835820895525
939,Bannerghatta Road,1711.0,3.0,125.0,3,7305.669199298656
940,Bannerghatta Road,1520.0,2.0,81.0,3,5328.9473684210525
941,Bannerghatta Road,2826.0,3.0,148.0,3,5237.0842179759375
942,Bannerghatta Road,1115.0,2.0,61.0,2,5470.85201793722
943,Bannerghatta Road,1154.0,2.0,47.0,2,4072.790294627383
944,Bannerghatta Road,1000.0,2.0,44.5,2,4450.0
945,Bannerghatta Road,1250.0,2.0,48.0,2,3840.0
946,Bannerghatta Road,1640.0,3.0,105.0,3,6402.4390243902435
948,Bannerghatta Road,1012.0,2.0,44.0,2,4347.826086956522
949,Bannerghatta Road,1527.0,3.0,115.0,3,7531.106745252128
952,Bannerghatta Road,1550.0,3.0,96.0,3,6193.548387096775
953,Bannerghatta Road,1200.0,2.0,78.0,2,6500.0
954,Bannerghatta Road,1885.0,3.0,125.0,3,6631.29973474801
956,Bannerghatta Road,1450.0,2.0,78.0,3,5379.310344827586
957,Bannerghatta Road,700.0,1.0,31.2,1,4457.142857142857
960,Bannerghatta Road,905.0,2.0,58.0,2,6408.839779005525
